report_id,report_type,site,activity,report_text,language,sif_potential,life_saving_rule
V4-01511,Near Miss,Refinery Area A,confined-space maintenance,"during routine field activity, at Refinery Area A, The crew was engaged in confined-space maintenance; work continued while communication with the standby person remained available. The condition was discussed with the crew.",English,NO,Confined Space
V4-03481,Near Miss,Maintenance Workshop,welding,"during the morning shift, at Process Unit, The report relates to welding. At the time of the observation, welding started before the work area had been verified for the task. The supervisor reviewed the situation.",English,YES,Hot Work
V4-01777,Unsafe Condition,Compressor Station 2,tank cleaning,"before the evening shutdown, at Compressor Station 2, The crew was engaged in tank cleaning; tank entry proceeded after the communication arrangement had been confirmed. The activity was brought to the attention of the supervisor.",English,NO,Confined Space
V4-02683,Unsafe Act,Loading Terminal,crane operation,"during the afternoon shift, at Gas Processing Unit, The report relates to crane operation. At the time of the observation, workers remained outside the suspended-load area while it was moving. The work area was subsequently reviewed.",English,NO,Line of Fire
V4-02920,Unsafe Condition,Pipeline Station 3,crane operation,"while preparing the work area, at Production Area B, The report relates to crane operation. At the time of the observation, the suspended load was moved only after workers had cleared its potential path. The work area was subsequently reviewed.",English,NO,Line of Fire
V4-01157,Safety Observation,Tank Farm,tank cleaning,"before the evening shutdown, at Process Unit, An observation during tank cleaning found that the crew entered before confirmation of the required standby arrangement.",English,YES,Confined Space
V4-00943,Unsafe Condition,Gas Processing Unit,valve maintenance,"during routine field activity, at Refinery Area A, While valve maintenance was underway, the crew began work after confirming the relevant energy isolation. The work area was subsequently reviewed.",English,NO,Energy Isolation
V4-01116,Unsafe Condition,Maintenance Workshop,vessel inspection,"during routine field activity, at Maintenance Workshop, The crew was engaged in vessel inspection; the crew entered the vessel before the required atmospheric checks were completed. The observation was reported to the site team.",English,YES,Confined Space
V4-03036,Unsafe Act,Process Unit,grinding,"during a planned maintenance window, at Pipeline Station 3, The team was carrying out grinding when the grinding activity continued before the required controls were confirmed. The condition was discussed with the crew.",English,YES,Hot Work
V4-03013,Safety Observation,Gas Processing Unit,welding,"before the evening shutdown, at Refinery Area A, An observation during welding found that welding began before the required gas test had been completed. The activity was brought to the attention of the supervisor.",English,YES,Hot Work
V4-01503,Unsafe Condition,Gas Processing Unit,tank cleaning,"while preparing the work area, at Refinery Area A, The report relates to tank cleaning. At the time of the observation, the crew entered after confirmation of the required standby arrangement. The supervisor reviewed the situation.",English,NO,Confined Space
V4-02938,Unsafe Condition,Compressor Station 2,lifting operation,"during the morning shift, at Pipeline Station 3, The report relates to lifting operation. At the time of the observation, the lifting activity continued with the exclusion zone maintained. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-00333,Safety Observation,Maintenance Workshop,pipeline maintenance,"during a planned maintenance window, at Compressor Station 2, During the work period, work started before confirmation that all relevant energy sources were isolated while the crew was engaged in pipeline maintenance. The work area was subsequently reviewed.",English,YES,Energy Isolation
V4-02260,Near Miss,Tank Farm,vehicle movement,"during the morning shift, at Gas Processing Unit, During vehicle movement, it was observed that the vehicle moved while a pedestrian was inside the affected area. The work area was subsequently reviewed.",English,YES,Line of Fire
V4-01590,Unsafe Condition,Loading Terminal,confined-space maintenance,"before the evening shutdown, at Tank Farm, During the work period, the crew entered after atmospheric conditions had been checked while the crew was engaged in confined-space maintenance. The condition was discussed with the crew.",English,NO,Confined Space
V4-03393,Near Miss,Maintenance Workshop,welding,"during a planned maintenance window, at Maintenance Workshop, Work involving welding was observed. At the time, welding started before the work area had been verified for the task. The condition was discussed with the crew.",English,YES,Hot Work
V4-03836,Safety Observation,Compressor Station 2,welding,"at the start of the work period, at Gas Processing Unit, During a planned work activity involving welding, welding started after the work area had been verified for the task. The supervisor reviewed the situation.",English,NO,Hot Work
V4-02567,Unsafe Condition,Maintenance Workshop,vehicle movement,"during the afternoon shift, at Refinery Area A, The crew was engaged in vehicle movement; the vehicle moved after pedestrians had cleared the affected area. The condition was discussed with the crew.",English,NO,Line of Fire
V4-02557,Unsafe Condition,Tank Farm,vehicle movement,"during routine field activity, at Refinery Area A, A field observation was recorded during vehicle movement: vehicle movement continued with effective separation from pedestrians. The condition was discussed with the crew.",English,NO,Line of Fire
V4-01036,Unsafe Condition,Utility Section,tank cleaning,"before the evening shutdown, at Loading Terminal, The team was carrying out tank cleaning when personnel entered the tank before the atmosphere had been checked. The activity was brought to the attention of the supervisor.",English,YES,Confined Space
V4-02440,Unsafe Act,Maintenance Workshop,crane operation,"during the morning shift, at Process Unit, The report relates to crane operation. At the time of the observation, the suspended load was moved while a worker remained in its potential path.",English,YES,Line of Fire
V4-02668,Unsafe Act,Tank Farm,crane operation,"during the afternoon shift, at Production Area B, The crew was engaged in crane operation; the suspended load was moved only after workers had cleared its potential path. The condition was discussed with the crew.",English,NO,Line of Fire
V4-01557,Near Miss,Maintenance Workshop,confined-space maintenance,"At Tank Farm, The report relates to confined-space maintenance. At the time of the observation, the crew entered after atmospheric conditions had been checked. The work area was subsequently reviewed.",English,NO,Confined Space
V4-02933,Unsafe Condition,Process Unit,lifting operation,"before the evening shutdown, at Utility Section, The team was carrying out lifting operation when the load was moved after the affected area had been fully cleared. The activity was brought to the attention of the supervisor.",English,NO,Line of Fire
V4-03149,Safety Observation,Pipeline Station 3,welding,"at the start of the work period, at Utility Section, The report relates to welding. At the time of the observation, welding began before the required gas test had been completed.",English,YES,Hot Work
V4-02927,Safety Observation,Gas Processing Unit,crane operation,"during routine field activity, at Loading Terminal, The report relates to crane operation. At the time of the observation, workers remained outside the suspended-load area while it was moving. The activity was brought to the attention of the supervisor.",English,NO,Line of Fire
V4-01565,Unsafe Act,Production Area B,vessel inspection,"during the afternoon shift, at Process Unit, During the work period, a technician entered the vessel after atmospheric testing was completed while the crew was engaged in vessel inspection. The supervisor reviewed the situation.",English,NO,Confined Space
V4-03235,Unsafe Act,Process Unit,grinding,"during routine field activity, at Pipeline Station 3, The crew was engaged in grinding; grinding started while personnel remained exposed to the work area without the required protection. The observation was reported to the site team.",English,YES,Hot Work
V4-03230,Safety Observation,Utility Section,grinding,"during a planned maintenance window, at Tank Farm, During the work period, grinding proceeded while personnel remained within the affected hazard area while the crew was engaged in grinding. The condition was discussed with the crew.",English,YES,Hot Work
V4-03508,Near Miss,Refinery Area A,grinding,"during the afternoon shift, at Tank Farm, An observation during grinding found that the crew began grinding after the work area had been adequately controlled. The condition was discussed with the crew.",English,NO,Hot Work
V4-03079,Safety Observation,Process Unit,cutting,"At Compressor Station 2, During a planned work activity involving cutting, the crew started cutting before authorization for the activity was confirmed. The condition was discussed with the crew.",English,YES,Hot Work
V4-01502,Unsafe Condition,Pipeline Station 3,tank cleaning,"at the start of the work period, at Compressor Station 2, The crew was engaged in tank cleaning; cleaning began after the required entry controls had been verified. The work area was subsequently reviewed.",English,NO,Confined Space
V4-00044,Unsafe Act,Loading Terminal,pump maintenance,"during a planned maintenance window, at Compressor Station 2, A field observation was recorded during pump maintenance: maintenance began while the isolation points had not yet been confirmed. The observation was reported to the site team.",English,YES,Energy Isolation
V4-02102,Unsafe Condition,Utility Section,vehicle movement,"during the morning shift, at Pipeline Station 3, The team was carrying out vehicle movement when vehicle movement continued without effective separation from a pedestrian. The activity was brought to the attention of the supervisor.",English,YES,Line of Fire
V4-03765,Near Miss,Production Area B,grinding,"At Production Area B, The crew was engaged in grinding; the crew began grinding after the work area had been adequately controlled.",English,NO,Hot Work
V4-02299,Unsafe Act,Pipeline Station 3,crane operation,"during a planned maintenance window, at Tank Farm, During a planned work activity involving crane operation, the suspended load was moved while a worker remained in its potential path.",English,YES,Line of Fire
V4-01850,Near Miss,Gas Processing Unit,vessel inspection,"at the start of the work period, at Compressor Station 2, An observation during vessel inspection found that entry began only after the required gas test was completed. The observation was reported to the site team.",English,NO,Confined Space
V4-03532,Near Miss,Gas Processing Unit,grinding,"at the start of the work period, at Production Area B, A field observation was recorded during grinding: grinding proceeded after personnel had moved outside the affected hazard area. The condition was discussed with the crew.",English,NO,Hot Work
V4-00409,Near Miss,Production Area B,pump maintenance,"during the morning shift, at Refinery Area A, An observation during pump maintenance found that the crew started work although the energy source remained unverified. The observation was reported to the site team.",English,YES,Energy Isolation
V4-01913,Near Miss,Process Unit,vessel inspection,"before the evening shutdown, at Gas Processing Unit, Work involving vessel inspection was observed. At the time, entry began only after the required gas test was completed. The activity was brought to the attention of the supervisor.",English,NO,Confined Space
V4-01834,Safety Observation,Tank Farm,confined-space maintenance,"while preparing the work area, at Tank Farm, During a planned work activity involving confined-space maintenance, the crew entered after atmospheric conditions had been checked. The supervisor reviewed the situation.",English,NO,Confined Space
V4-01528,Unsafe Act,Utility Section,confined-space maintenance,"during routine field activity, at Pipeline Station 3, The team was carrying out confined-space maintenance when the crew entered after atmospheric conditions had been checked. The activity was brought to the attention of the supervisor.",English,NO,Confined Space
V4-00199,Unsafe Act,Loading Terminal,pipeline maintenance,"during routine field activity, at Gas Processing Unit, A field observation was recorded during pipeline maintenance: work started before confirmation that all relevant energy sources were isolated. The condition was discussed with the crew.",English,YES,Energy Isolation
V4-01064,Near Miss,Maintenance Workshop,vessel inspection,"during the afternoon shift, at Tank Farm, The report relates to vessel inspection. At the time of the observation, the crew entered the vessel before the required atmospheric checks were completed. The observation was reported to the site team.",English,YES,Confined Space
V4-02523,Safety Observation,Loading Terminal,crane operation,"during routine field activity, at Refinery Area A, The team was carrying out crane operation when workers remained outside the suspended-load area while it was moving. The condition was discussed with the crew.",English,NO,Line of Fire
V4-03667,Unsafe Condition,Pipeline Station 3,cutting,"at the start of the work period, at Loading Terminal, A field observation was recorded during cutting: the crew started cutting after authorization for the activity was confirmed. The work area was subsequently reviewed.",English,NO,Hot Work
V4-03034,Unsafe Condition,Maintenance Workshop,grinding,"during routine field activity, at Loading Terminal, During grinding, it was observed that the crew began grinding while the work area remained inadequately controlled.",English,YES,Hot Work
V4-02711,Unsafe Condition,Tank Farm,vehicle movement,"during the morning shift, at Tank Farm, During vehicle movement, it was observed that the worker entered the area only after vehicle movement was completed. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-03000,Unsafe Condition,Loading Terminal,vehicle movement,"before the evening shutdown, at Tank Farm, While vehicle movement was underway, vehicle movement continued with effective separation from pedestrians. The observation was reported to the site team.",English,NO,Line of Fire
V4-00252,Unsafe Condition,Refinery Area A,pipeline maintenance,"during the morning shift, at Loading Terminal, The report relates to pipeline maintenance. At the time of the observation, the line was opened before zero-energy conditions had been confirmed. The condition was discussed with the crew.",English,YES,Energy Isolation
V4-01429,Unsafe Condition,Utility Section,vessel inspection,"during the afternoon shift, at Utility Section, The team was carrying out vessel inspection when the technician entered before the required entry authorization was confirmed. The supervisor reviewed the situation.",English,YES,Confined Space
V4-00846,Unsafe Act,Pipeline Station 3,valve maintenance,"At Process Unit, The report relates to valve maintenance. At the time of the observation, the valve was opened after the isolation arrangement had been confirmed. The condition was discussed with the crew.",English,NO,Energy Isolation
V4-02480,Unsafe Act,Process Unit,crane operation,"during the afternoon shift, at Refinery Area A, During crane operation, it was observed that a worker entered the load travel area during crane movement. The observation was reported to the site team.",English,YES,Line of Fire
V4-00815,Unsafe Condition,Pipeline Station 3,pump maintenance,"during the morning shift, at Tank Farm, The crew was engaged in pump maintenance; the equipment was opened only after the isolation status was confirmed. The condition was discussed with the crew.",English,NO,Energy Isolation
V4-00062,Unsafe Act,Gas Processing Unit,pipeline maintenance,"during routine field activity, at Utility Section, During the work period, work started before confirmation that all relevant energy sources were isolated while the crew was engaged in pipeline maintenance. The supervisor reviewed the situation.",English,YES,Energy Isolation
V4-01974,Near Miss,Refinery Area A,vessel inspection,"during the morning shift, at Production Area B, The crew was engaged in vessel inspection; the technician entered after the required entry authorization was confirmed. The observation was reported to the site team.",English,NO,Confined Space
V4-01865,Near Miss,Utility Section,vessel inspection,"At Refinery Area A, The team was carrying out vessel inspection when the crew entered the vessel after the required atmospheric checks were completed. The supervisor reviewed the situation.",English,NO,Confined Space
V4-00928,Unsafe Act,Compressor Station 2,valve maintenance,"At Tank Farm, A field observation was recorded during valve maintenance: maintenance proceeded after the isolation status had been verified. The activity was brought to the attention of the supervisor.",English,NO,Energy Isolation
V4-03616,Near Miss,Gas Processing Unit,grinding,"while preparing the work area, at Pipeline Station 3, The crew was engaged in grinding; grinding proceeded after personnel had moved outside the affected hazard area. The work area was subsequently reviewed.",English,NO,Hot Work
V4-02781,Unsafe Act,Compressor Station 2,lifting operation,"before the evening shutdown, at Production Area B, The team was carrying out lifting operation when personnel remained clear of the load movement path during lifting. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-03303,Near Miss,Utility Section,welding,"at the start of the work period, at Gas Processing Unit, The team was carrying out welding when welding began before the required gas test had been completed. The condition was discussed with the crew.",English,YES,Hot Work
V4-03473,Safety Observation,Compressor Station 2,cutting,"while preparing the work area, at Utility Section, The team was carrying out cutting when cutting continued while personnel remained exposed to the affected area. The supervisor reviewed the situation.",English,YES,Hot Work
V4-02226,Safety Observation,Gas Processing Unit,vehicle movement,"during the afternoon shift, at Tank Farm, Work involving vehicle movement was observed. At the time, a pedestrian remained in the vehicle movement path while the vehicle was reversing. The supervisor reviewed the situation.",English,YES,Line of Fire
V4-02353,Unsafe Act,Utility Section,lifting operation,"while preparing the work area, at Production Area B, While lifting operation was underway, a worker entered the area beneath the suspended load. The supervisor reviewed the situation.",English,YES,Line of Fire
V4-01867,Unsafe Act,Production Area B,vessel inspection,"during the morning shift, at Compressor Station 2, An observation during vessel inspection found that entry began only after the required gas test was completed. The observation was reported to the site team.",English,NO,Confined Space
V4-03747,Unsafe Act,Loading Terminal,welding,"during the morning shift, at Maintenance Workshop, While welding was underway, the welding activity continued after the required hot-work controls were verified. The supervisor reviewed the situation.",English,NO,Hot Work
V4-03738,Near Miss,Production Area B,grinding,"during the afternoon shift, at Process Unit, The report relates to grinding. At the time of the observation, the grinding activity continued after the required controls were verified. The work area was subsequently reviewed.",English,NO,Hot Work
V4-01069,Near Miss,Compressor Station 2,confined-space maintenance,"before the evening shutdown, at Maintenance Workshop, The report relates to confined-space maintenance. At the time of the observation, the maintenance crew entered before authorization for entry was confirmed. The activity was brought to the attention of the supervisor.",English,YES,Confined Space
V4-00564,Safety Observation,Loading Terminal,pump maintenance,"during routine field activity, at Utility Section, While pump maintenance was underway, maintenance began after the isolation points had been confirmed. The work area was subsequently reviewed.",English,NO,Energy Isolation
V4-03042,Unsafe Act,Production Area B,welding,"At Process Unit, During a planned work activity involving welding, welding began before the required gas test had been completed. The condition was discussed with the crew.",English,YES,Hot Work
V4-00279,Safety Observation,Process Unit,pipeline maintenance,"before the evening shutdown, at Compressor Station 2, The crew was engaged in pipeline maintenance; work started before confirmation that all relevant energy sources were isolated.",English,YES,Energy Isolation
V4-03270,Safety Observation,Refinery Area A,grinding,"during the afternoon shift, at Production Area B, An observation during grinding found that grinding started while personnel remained exposed to the work area without the required protection.",English,YES,Hot Work
V4-00444,Unsafe Act,Utility Section,pump maintenance,"during routine field activity, at Refinery Area A, The team was carrying out pump maintenance when maintenance began while the isolation points had not yet been confirmed. The supervisor reviewed the situation.",English,YES,Energy Isolation
V4-03795,Unsafe Condition,Loading Terminal,cutting,"at the start of the work period, at Utility Section, The report relates to cutting. At the time of the observation, the cutting activity proceeded after the required atmosphere check was completed. The condition was discussed with the crew.",English,NO,Hot Work
V4-01556,Safety Observation,Process Unit,tank cleaning,"before the evening shutdown, at Refinery Area A, During the work period, cleaning began after the required entry controls had been verified while the crew was engaged in tank cleaning. The observation was reported to the site team.",English,NO,Confined Space
V4-01930,Near Miss,Refinery Area A,vessel inspection,"while preparing the work area, at Production Area B, During the work period, the technician entered after the required entry authorization was confirmed while the crew was engaged in vessel inspection. The condition was discussed with the crew.",English,NO,Confined Space
V4-03752,Unsafe Act,Refinery Area A,grinding,"At Maintenance Workshop, The report relates to grinding. At the time of the observation, the grinding activity continued after the required controls were verified. The work area was subsequently reviewed.",English,NO,Hot Work
V4-00984,Unsafe Condition,Compressor Station 2,pipeline maintenance,"during the afternoon shift, at Refinery Area A, The team was carrying out pipeline maintenance when the crew approached the line after the required isolation had been confirmed. The activity was brought to the attention of the supervisor.",English,NO,Energy Isolation
V4-03157,Unsafe Act,Maintenance Workshop,grinding,"at the start of the work period, at Production Area B, A field observation was recorded during grinding: the crew began grinding while the work area remained inadequately controlled. The activity was brought to the attention of the supervisor.",English,YES,Hot Work
V4-01419,Unsafe Condition,Tank Farm,confined-space maintenance,"during a planned maintenance window, at Tank Farm, An observation during confined-space maintenance found that the crew entered while atmospheric conditions remained unchecked. The condition was discussed with the crew.",English,YES,Confined Space
V4-02071,Unsafe Act,Loading Terminal,vehicle movement,"during the afternoon shift, at Pipeline Station 3, During vehicle movement, it was observed that a worker entered the reversing path before the vehicle movement was completed. The observation was reported to the site team.",English,YES,Line of Fire
V4-00441,Near Miss,Utility Section,pipeline maintenance,"during the afternoon shift, at Tank Farm, An observation during pipeline maintenance found that the crew approached the line while the required isolation remained unverified. The activity was brought to the attention of the supervisor.",English,YES,Energy Isolation
V4-00243,Near Miss,Utility Section,pump maintenance,"At Process Unit, An observation during pump maintenance found that the pump was approached before its energy isolation had been verified. The work area was subsequently reviewed.",English,YES,Energy Isolation
V4-03877,Near Miss,Utility Section,cutting,"at the start of the work period, at Production Area B, During the work period, cutting continued after personnel had moved outside the affected area while the crew was engaged in cutting. The supervisor reviewed the situation.",English,NO,Hot Work
V4-03599,Near Miss,Utility Section,cutting,"at the start of the work period, at Gas Processing Unit, During cutting, it was observed that the cutting activity proceeded after the required atmosphere check was completed. The supervisor reviewed the situation.",English,NO,Hot Work
V4-01321,Safety Observation,Process Unit,tank cleaning,"At Compressor Station 2, The report relates to tank cleaning. At the time of the observation, cleaning began while the required entry controls were still being verified. The activity was brought to the attention of the supervisor.",English,YES,Confined Space
V4-00136,Safety Observation,Process Unit,pump maintenance,"at the start of the work period, at Compressor Station 2, Work involving pump maintenance was observed. At the time, the pump was approached before its energy isolation had been verified. The observation was reported to the site team.",English,YES,Energy Isolation
V4-03774,Unsafe Act,Maintenance Workshop,welding,"during routine field activity, at Tank Farm, During welding, it was observed that the crew began welding after the required authorization was confirmed. The condition was discussed with the crew.",English,NO,Hot Work
V4-01374,Safety Observation,Pipeline Station 3,vessel inspection,"during routine field activity, at Refinery Area A, During a planned work activity involving vessel inspection, a technician entered the vessel before atmospheric testing was completed.",English,YES,Confined Space
V4-02147,Unsafe Condition,Tank Farm,lifting operation,"before the evening shutdown, at Production Area B, During lifting operation, it was observed that a worker entered the area beneath the suspended load. The observation was reported to the site team.",English,YES,Line of Fire
V4-01955,Safety Observation,Refinery Area A,tank cleaning,"during routine field activity, at Utility Section, The crew was engaged in tank cleaning; tank entry proceeded after the communication arrangement had been confirmed. The supervisor reviewed the situation.",English,NO,Confined Space
V4-02810,Unsafe Condition,Refinery Area A,crane operation,"At Pipeline Station 3, During a planned work activity involving crane operation, personnel stayed outside the load travel area during crane movement. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-00049,Unsafe Condition,Maintenance Workshop,valve maintenance,"at the start of the work period, at Loading Terminal, While valve maintenance was underway, the crew began work without confirming the relevant energy isolation. The work area was subsequently reviewed.",English,YES,Energy Isolation
V4-02896,Unsafe Act,Tank Farm,lifting operation,"during the morning shift, at Process Unit, While lifting operation was underway, workers remained outside the area beneath the suspended load. The activity was brought to the attention of the supervisor.",English,NO,Line of Fire
V4-02493,Unsafe Act,Loading Terminal,vehicle movement,"before the evening shutdown, at Production Area B, During the work period, a worker entered the reversing path before the vehicle movement was completed while the crew was engaged in vehicle movement.",English,YES,Line of Fire
V4-01432,Near Miss,Pipeline Station 3,vessel inspection,"during a planned maintenance window, at Compressor Station 2, During the work period, the technician entered before the required entry authorization was confirmed while the crew was engaged in vessel inspection. The activity was brought to the attention of the supervisor.",English,YES,Confined Space
V4-01790,Near Miss,Pipeline Station 3,confined-space maintenance,"during a planned maintenance window, at Loading Terminal, The crew was engaged in confined-space maintenance; the maintenance crew entered after authorization for entry was confirmed. The supervisor reviewed the situation.",English,NO,Confined Space
V4-00219,Near Miss,Pipeline Station 3,pipeline maintenance,"during a planned maintenance window, at Loading Terminal, During pipeline maintenance, it was observed that work started before confirmation that all relevant energy sources were isolated.",English,YES,Energy Isolation
V4-00876,Near Miss,Process Unit,pipeline maintenance,"during a planned maintenance window, at Refinery Area A, During the work period, the isolation status had been confirmed before the crew began work while the crew was engaged in pipeline maintenance. The supervisor reviewed the situation.",English,NO,Energy Isolation
V4-02487,Unsafe Condition,Refinery Area A,lifting operation,"during a planned maintenance window, at Production Area B, During the work period, the lifting activity continued while the exclusion zone was incomplete while the crew was engaged in lifting operation. The supervisor reviewed the situation.",English,YES,Line of Fire
V4-02249,Near Miss,Process Unit,lifting operation,"while preparing the work area, at Loading Terminal, A field observation was recorded during lifting operation: personnel remained close to the load movement path during lifting. The activity was brought to the attention of the supervisor.",English,YES,Line of Fire
V4-02009,Near Miss,Process Unit,lifting operation,"At Pipeline Station 3, During the work period, the lifting activity continued while the exclusion zone was incomplete while the crew was engaged in lifting operation. The supervisor reviewed the situation.",English,YES,Line of Fire
V4-00707,Near Miss,Process Unit,valve maintenance,"At Process Unit, The report relates to valve maintenance. At the time of the observation, the valve was opened after the isolation arrangement had been confirmed. The work area was subsequently reviewed.",English,NO,Energy Isolation
V4-00653,Near Miss,Tank Farm,pipeline maintenance,"at the start of the work period, at Tank Farm, A field observation was recorded during pipeline maintenance: work started only after all relevant energy sources were isolated and verified. The activity was brought to the attention of the supervisor.",English,NO,Energy Isolation
V4-00066,Near Miss,Gas Processing Unit,pipeline maintenance,"while preparing the work area, at Pipeline Station 3, Work involving pipeline maintenance was observed. At the time, the line was opened before zero-energy conditions had been confirmed. The work area was subsequently reviewed.",English,YES,Energy Isolation
V4-02079,Unsafe Act,Compressor Station 2,crane operation,"before the evening shutdown, at Pipeline Station 3, A field observation was recorded during crane operation: a worker entered the load travel area during crane movement. The work area was subsequently reviewed.",English,YES,Line of Fire
V4-02007,Unsafe Act,Loading Terminal,crane operation,"before the evening shutdown, at Pipeline Station 3, The team was carrying out crane operation when personnel remained inside the exclusion zone while the load was being moved. The activity was brought to the attention of the supervisor.",English,YES,Line of Fire
V4-00174,Unsafe Act,Production Area B,pipeline maintenance,"at the start of the work period, at Loading Terminal, While pipeline maintenance was underway, work started before confirmation that all relevant energy sources were isolated.",English,YES,Energy Isolation
V4-03192,Unsafe Act,Gas Processing Unit,cutting,"while preparing the work area, at Compressor Station 2, A field observation was recorded during cutting: the crew started cutting before authorization for the activity was confirmed. The supervisor reviewed the situation.",English,YES,Hot Work
V4-01158,Safety Observation,Tank Farm,vessel inspection,"while preparing the work area, at Utility Section, The crew was engaged in vessel inspection; entry began while the required gas test was still pending. The condition was discussed with the crew.",English,YES,Confined Space
V4-01983,Safety Observation,Maintenance Workshop,vessel inspection,"during routine field activity, at Production Area B, During vessel inspection, it was observed that entry began only after the required gas test was completed. The activity was brought to the attention of the supervisor.",English,NO,Confined Space
V4-02641,Unsafe Act,Pipeline Station 3,lifting operation,"at the start of the work period, at Production Area B, During a planned work activity involving lifting operation, personnel remained clear of the load movement path during lifting.",English,NO,Line of Fire
V4-01830,Unsafe Condition,Refinery Area A,confined-space maintenance,"during a planned maintenance window, at Compressor Station 2, While confined-space maintenance was underway, work continued while communication with the standby person remained available.",English,NO,Confined Space
V4-02099,Near Miss,Tank Farm,crane operation,"during the afternoon shift, at Gas Processing Unit, An observation during crane operation found that a worker entered the load travel area during crane movement. The work area was subsequently reviewed.",English,YES,Line of Fire
V4-01268,Safety Observation,Maintenance Workshop,tank cleaning,"At Pipeline Station 3, During tank cleaning, it was observed that cleaning began while the required entry controls were still being verified. The work area was subsequently reviewed.",English,YES,Confined Space
V4-02941,Unsafe Act,Pipeline Station 3,vehicle movement,"before the evening shutdown, at Loading Terminal, A field observation was recorded during vehicle movement: the worker entered the area only after vehicle movement was completed. The supervisor reviewed the situation.",English,NO,Line of Fire
V4-02914,Unsafe Condition,Utility Section,lifting operation,"during the morning shift, at Process Unit, During the work period, personnel remained clear of the load movement path during lifting while the crew was engaged in lifting operation. The observation was reported to the site team.",English,NO,Line of Fire
V4-01494,Safety Observation,Compressor Station 2,vessel inspection,"during a planned maintenance window, at Process Unit, While vessel inspection was underway, the crew entered the vessel before the required atmospheric checks were completed. The work area was subsequently reviewed.",English,YES,Confined Space
V4-01178,Unsafe Act,Loading Terminal,confined-space maintenance,"before the evening shutdown, at Gas Processing Unit, The crew was engaged in confined-space maintenance; work continued after communication with the standby person became unavailable. The condition was discussed with the crew.",English,YES,Confined Space
V4-01026,Near Miss,Gas Processing Unit,confined-space maintenance,"At Loading Terminal, While confined-space maintenance was underway, work continued after communication with the standby person became unavailable.",English,YES,Confined Space
V4-01236,Safety Observation,Tank Farm,confined-space maintenance,"at the start of the work period, at Tank Farm, An observation during confined-space maintenance found that work continued after communication with the standby person became unavailable.",English,YES,Confined Space
V4-00507,Unsafe Condition,Pipeline Station 3,pump maintenance,"at the start of the work period, at Tank Farm, A field observation was recorded during pump maintenance: the pump was approached after its energy isolation had been verified. The supervisor reviewed the situation.",English,NO,Energy Isolation
V4-01613,Near Miss,Utility Section,confined-space maintenance,"before the evening shutdown, at Loading Terminal, During a planned work activity involving confined-space maintenance, the crew entered after atmospheric conditions had been checked. The activity was brought to the attention of the supervisor.",English,NO,Confined Space
V4-01094,Near Miss,Production Area B,confined-space maintenance,"during the afternoon shift, at Production Area B, During confined-space maintenance, it was observed that personnel started the task before the required confined-space controls were verified. The observation was reported to the site team.",English,YES,Confined Space
V4-03478,Unsafe Act,Production Area B,grinding,"during a planned maintenance window, at Maintenance Workshop, During a planned work activity involving grinding, grinding proceeded while personnel remained within the affected hazard area. The supervisor reviewed the situation.",English,YES,Hot Work
V4-01038,Safety Observation,Compressor Station 2,vessel inspection,"during the afternoon shift, at Maintenance Workshop, During vessel inspection, it was observed that the crew entered the vessel before the required atmospheric checks were completed. The work area was subsequently reviewed.",English,YES,Confined Space
V4-00884,Near Miss,Maintenance Workshop,valve maintenance,"during the afternoon shift, at Loading Terminal, The crew was engaged in valve maintenance; the equipment was accessed only after the isolation points were verified. The work area was subsequently reviewed.",English,NO,Energy Isolation
V4-03696,Unsafe Condition,Compressor Station 2,welding,"before the evening shutdown, at Utility Section, An observation during welding found that welding began after the required gas test had been completed. The supervisor reviewed the situation.",English,NO,Hot Work
V4-02199,Unsafe Act,Compressor Station 2,crane operation,"during a planned maintenance window, at Utility Section, A field observation was recorded during crane operation: the suspended load was moved while a worker remained in its potential path. The condition was discussed with the crew.",English,YES,Line of Fire
V4-00488,Unsafe Condition,Compressor Station 2,valve maintenance,"before the evening shutdown, at Process Unit, During valve maintenance, it was observed that the crew began work without confirming the relevant energy isolation. The work area was subsequently reviewed.",English,YES,Energy Isolation
V4-00547,Unsafe Condition,Loading Terminal,pipeline maintenance,"during a planned maintenance window, at Compressor Station 2, Work involving pipeline maintenance was observed. At the time, work started only after all relevant energy sources were isolated and verified. The work area was subsequently reviewed.",English,NO,Energy Isolation
V4-02558,Safety Observation,Loading Terminal,crane operation,"during the morning shift, at Gas Processing Unit, The team was carrying out crane operation when the suspended load was moved only after workers had cleared its potential path. The activity was brought to the attention of the supervisor.",English,NO,Line of Fire
V4-00238,Safety Observation,Gas Processing Unit,pipeline maintenance,"before the evening shutdown, at Pipeline Station 3, During a planned work activity involving pipeline maintenance, the isolation status had not been confirmed when the crew began work. The activity was brought to the attention of the supervisor.",English,YES,Energy Isolation
V4-02390,Near Miss,Utility Section,crane operation,"during a planned maintenance window, at Utility Section, During a planned work activity involving crane operation, the suspended load was moved while a worker remained in its potential path. The supervisor reviewed the situation.",English,YES,Line of Fire
