report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
V3-0195,Unsafe Condition,Tank Farm,vessel cleaning,"shortly after the crew arrived, at the Tank Farm, the inspection team was involved in vessel cleaning near the storage area. Before the task progressed, the team reviewed the isolation status before starting. The planned precautions were maintained. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Precaution confirmed,Line of Fire,Routine,No
V3-0056,Unsafe Condition,Compressor Station 2,electrical maintenance,"during a planned maintenance window, at the Compressor Station 2, the lifting team was involved in electrical maintenance near the storage area. Before the task progressed, the team reviewed the isolation status before starting. The equipment was within the approved operating condition. The crew completed the activity without a serious exposure.",English,NO,No credible precursor identified,No personnel exposure,Confined Space,Low,No
V3-0185,Unsafe Condition,Refinery Area A,vessel cleaning,"before the evening shutdown, at the Refinery Area A, the site team was involved in vessel cleaning near the maintenance area. Before the task progressed, the team verified the required authorization. The supervisor remained available. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Low,No
V3-1185,Near Miss,Maintenance Workshop,welding,"before the evening shutdown, at the Maintenance Workshop, the inspection team was involved in welding near the electrical room. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving uncontrolled movement of a suspended load. The supervisor intervened before the task could continue.",English,YES,Unsafe positioning,Unexpected hazard identified,Hot Work,Critical,Yes
V3-0740,Unsafe Act,Gas Processing Unit,compressor maintenance,"during the morning shift, at the Gas Processing Unit, The crew found minor surface damage on a non-critical component during inspection and reported it for maintenance. The observation was associated with compressor maintenance near the loading point. No person was exposed to the condition. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Hot Work,Low,No
V3-0483,Unsafe Condition,Gas Processing Unit,welding,"during the morning shift, at the Gas Processing Unit, the site team was involved in welding near the valve station. Before the task progressed, the team inspected the surrounding area before beginning. The equipment was within the approved operating condition. The planned barriers remained effective during the observation.",English,NO,No credible precursor identified,Precaution confirmed,Confined Space,Routine,No
V3-1199,Unsafe Condition,Loading Terminal,electrical maintenance,"at the start of the work period, at the Loading Terminal, the lifting team was involved in electrical maintenance near the valve station. The worker or crew started the operation while another crew was still working inside the affected area. This created a situation involving an unplanned change in the work environment. The area was isolated while the condition was investigated.",English,YES,Uncontrolled hazard,Unexpected hazard identified,Confined Space,High,Yes
V3-0295,Unsafe Condition,Tank Farm,welding,"during the morning shift, at the Tank Farm, the inspection team was involved in welding near the process line. Before the task progressed, the team verified the required authorization. The required separation was maintained. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Control verified,Hot Work,Routine,No
V3-1378,Unsafe Condition,Gas Processing Unit,welding,"during routine field activity, at the Gas Processing Unit, the electrical crew was involved in welding near the maintenance area. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving uncontrolled movement of a suspended load. Work was suspended until the missing control was restored.",English,YES,Energy exposure,Unsafe position observed,Confined Space,High,Yes
V3-0784,Near Miss,Production Area B,crane operation,"while preparing the work area, at the Production Area B, the maintenance group was involved in crane operation near the valve station. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving an active energy source that had not been fully controlled. The operation was halted until the required protection was established.",English,YES,Energy exposure,Personnel exposed to hazard,Hot Work,High,Yes
V3-0261,Safety Observation,Maintenance Workshop,vessel cleaning,"during routine field activity, at the Maintenance Workshop, a contractor was involved in vessel cleaning near the loading point. Before the task progressed, the team confirmed communication with the control room. The approved sequence was followed. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Low,No
V3-0444,Unsafe Condition,Pipeline Station 3,compressor maintenance,"during a planned maintenance window, at the Pipeline Station 3, The crew found minor surface damage on a non-critical component during inspection and reported it for maintenance. The observation was associated with compressor maintenance near the storage area. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Line of Fire,Routine,No
V3-1452,Unsafe Condition,Tank Farm,grinding,"during a planned maintenance window, at the Tank Farm, a welding crew was involved in grinding near the production unit. The worker or crew began work before the isolation status was fully verified. This created a situation involving an active energy source that had not been fully controlled. The crew stopped work and the control measures were reviewed.",English,YES,Energy exposure,Barrier ineffective,Energy Isolation,Critical,Yes
V3-1449,Near Miss,Gas Processing Unit,vehicle movement,"shortly after the crew arrived, at the Gas Processing Unit, a vehicle operator was involved in vehicle movement near the valve station. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving movement of a vehicle through the work area. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Control failure,Unexpected hazard identified,Confined Space,High,Yes
V3-1406,Unsafe Act,Refinery Area A,welding,"during a planned maintenance window, at the Refinery Area A, a contractor was involved in welding near the valve station. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving uncontrolled movement of a suspended load. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Barrier failure,Unexpected hazard identified,Line of Fire,High,Yes
V3-1178,Near Miss,Loading Terminal,vehicle movement,"during a planned maintenance window, at the Loading Terminal, the inspection team was involved in vehicle movement near the maintenance area. The worker or crew started the task before the required control had been confirmed. This created a situation involving an unplanned change in the work environment. The team withdrew from the area and reassessed the work conditions.",English,YES,Control failure,Personnel exposed to hazard,Hot Work,High,Yes
V3-0286,Unsafe Condition,Utility Section,lifting operation,"during the afternoon shift, at the Utility Section, The team noticed a damaged label on equipment and replaced it before continuing. The observation was associated with lifting operation near the tank farm. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Energy Isolation,Routine,No
V3-1360,Unsafe Act,Refinery Area A,grinding,"during the morning shift, at the Refinery Area A, the lifting team was involved in grinding near the pipeline corridor. The worker or crew started the task before the required control had been confirmed. This created a situation involving unexpected pressure in the process line. The supervisor intervened before the task could continue.",English,YES,Barrier failure,Control not verified,Confined Space,High,Yes
V3-0678,Safety Observation,Compressor Station 2,compressor maintenance,"during routine field activity, at the Compressor Station 2, the site team was involved in compressor maintenance near the pipeline corridor. Before the task progressed, the team reviewed the work instructions before starting. The equipment was within the approved operating condition. The planned barriers remained effective during the observation.",English,NO,No credible precursor identified,Precaution confirmed,Confined Space,Routine,No
V3-0583,Safety Observation,Loading Terminal,vehicle movement,"shortly after the crew arrived, at the Loading Terminal, a field operator was involved in vehicle movement near the pipeline corridor. Before the task progressed, the team checked the condition of the lifting equipment. The approved sequence was followed. The activity continued under the planned controls.",English,NO,No credible precursor identified,Procedure followed,Hot Work,Low,No
V3-1372,Near Miss,Tank Farm,grinding,"during the afternoon shift, at the Tank Farm, a contractor was involved in grinding near the utility yard. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving temporary loss of a protective barrier. The activity was paused and the affected equipment was secured.",English,YES,Uncontrolled hazard,Personnel exposed to hazard,Energy Isolation,Critical,Yes
V3-0656,Unsafe Condition,Utility Section,vehicle movement,"at the start of the work period, at the Utility Section, a contractor was involved in vehicle movement near the loading point. Before the task progressed, the team reviewed the isolation status before starting. The supervisor remained available. The crew completed the activity without a serious exposure.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Low,No
V3-0933,Near Miss,Drilling Site,lifting operation,"shortly after the crew arrived, at the Drilling Site, a vehicle operator was involved in lifting operation near the workshop. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving unexpected pressure in the process line. The team withdrew from the area and reassessed the work conditions.",English,YES,Uncontrolled hazard,Control not verified,Energy Isolation,High,Yes
V3-1223,Unsafe Condition,Compressor Station 2,welding,"during the afternoon shift, at the Compressor Station 2, the inspection team was involved in welding near the production unit. The worker or crew started the task before the required control had been confirmed. This created a situation involving unexpected pressure in the process line. The operation was halted until the required protection was established.",English,YES,Control failure,Personnel exposed to hazard,Line of Fire,Critical,Yes
V3-0310,Safety Observation,Compressor Station 2,crane operation,"during routine field activity, at the Compressor Station 2, the electrical crew was involved in crane operation near the workshop. Before the task progressed, the team reviewed the isolation status before starting. The access controls remained in place. The activity continued under the planned controls.",English,NO,No credible precursor identified,Precaution confirmed,Energy Isolation,Low,No
V3-0586,Near Miss,Production Area B,welding,"shortly after the crew arrived, at the Production Area B, A worker reported a minor equipment defect that did not affect the active task and the item was tagged for follow-up. The observation was associated with welding near the pipeline corridor. No person was exposed to the condition. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Confined Space,Routine,No
V3-0508,Unsafe Act,Refinery Area A,vessel cleaning,"while preparing the work area, at the Refinery Area A, The crew found minor surface damage on a non-critical component during inspection and reported it for maintenance. The observation was associated with vessel cleaning near the loading point. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Hot Work,Routine,No
V3-1046,Unsafe Act,Production Area B,welding,"shortly after the crew arrived, at the Production Area B, the site team was involved in welding near the production unit. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving possible release of stored energy. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Control failure,Unexpected hazard identified,Hot Work,Critical,Yes
V3-0038,Unsafe Act,Gas Processing Unit,pipeline repair,"at the start of the work period, at the Gas Processing Unit, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with pipeline repair near the valve station. The task had not started when the issue was identified. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Low,No
V3-1341,Near Miss,Production Area B,grinding,"during a planned maintenance window, at the Production Area B, a vehicle operator was involved in grinding near the tank farm. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving movement of a vehicle through the work area. The team withdrew from the area and reassessed the work conditions.",English,YES,Unsafe positioning,Personnel exposed to hazard,Hot Work,High,Yes
V3-0322,Near Miss,Pipeline Station 3,compressor maintenance,"during the morning shift, at the Pipeline Station 3, the lifting team was involved in compressor maintenance near the electrical room. Before the task progressed, the team inspected the surrounding area before beginning. The team stayed within the designated work area. The activity continued under the planned controls.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Routine,No
V3-0855,Near Miss,Loading Terminal,electrical maintenance,"shortly after the crew arrived, at the Loading Terminal, a welding crew was involved in electrical maintenance near the loading point. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving exposure to an energized component. The operation was halted until the required protection was established.",English,YES,Control failure,Control not verified,Line of Fire,High,Yes
V3-1210,Unsafe Condition,Gas Processing Unit,electrical maintenance,"during the morning shift, at the Gas Processing Unit, a field operator was involved in electrical maintenance near the storage area. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving temporary loss of a protective barrier. Work was suspended until the missing control was restored.",English,YES,Barrier failure,Unsafe position observed,Hot Work,High,Yes
V3-0283,Safety Observation,Tank Farm,electrical maintenance,"while preparing the work area, at the Tank Farm, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with electrical maintenance near the compressor bay. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Low,No
V3-0015,Unsafe Condition,Drilling Site,compressor maintenance,"before the evening shutdown, at the Drilling Site, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with compressor maintenance near the production unit. The crew maintained the required separation throughout. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Routine,No
V3-0861,Unsafe Condition,Refinery Area A,crane operation,"while preparing the work area, at the Refinery Area A, a field operator was involved in crane operation near the equipment bay. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving exposure to an energized component. The supervisor intervened before the task could continue.",English,YES,Control failure,Unsafe position observed,Confined Space,Critical,Yes
V3-0368,Near Miss,Utility Section,lifting operation,"during the morning shift, at the Utility Section, the electrical crew was involved in lifting operation near the production unit. Before the task progressed, the team verified the required authorization. The required separation was maintained. The planned barriers remained effective during the observation.",English,NO,No credible precursor identified,Procedure followed,Hot Work,Low,No
V3-1180,Unsafe Condition,Pipeline Station 3,compressor maintenance,"while preparing the work area, at the Pipeline Station 3, a contractor was involved in compressor maintenance near the elevated work platform. The worker or crew began work before the isolation status was fully verified. This created a situation involving loss of separation from operating machinery. The supervisor intervened before the task could continue.",English,YES,Barrier failure,Personnel exposed to hazard,Energy Isolation,High,Yes
V3-0707,Unsafe Act,Utility Section,lifting operation,"during routine field activity, at the Utility Section, a welding crew was involved in lifting operation near the production unit. Before the task progressed, the team checked the condition of the equipment before use. The access controls remained in place. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Control verified,Confined Space,Low,No
V3-1424,Near Miss,Gas Processing Unit,crane operation,"during routine field activity, at the Gas Processing Unit, the site team was involved in crane operation near the tank farm. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving possible release of stored energy. The area was isolated while the condition was investigated.",English,YES,Barrier failure,Personnel exposed to hazard,Confined Space,Critical,Yes
V3-1230,Unsafe Condition,Loading Terminal,grinding,"during a planned maintenance window, at the Loading Terminal, a field operator was involved in grinding near the valve station. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving an active energy source that had not been fully controlled. The supervisor intervened before the task could continue.",English,YES,Unsafe positioning,Barrier ineffective,Energy Isolation,Critical,Yes
V3-1345,Near Miss,Drilling Site,vessel cleaning,"during a planned maintenance window, at the Drilling Site, a welding crew was involved in vessel cleaning near the valve station. The worker or crew moved into the work area while an important safeguard was still being checked. This created a situation involving unexpected pressure in the process line. The supervisor intervened before the task could continue.",English,YES,Uncontrolled hazard,Personnel exposed to hazard,Hot Work,Critical,Yes
V3-1212,Unsafe Condition,Tank Farm,crane operation,"during the morning shift, at the Tank Farm, the site team was involved in crane operation near the storage area. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving exposure to an energized component. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Control failure,Unexpected hazard identified,Hot Work,High,Yes
V3-1151,Unsafe Act,Maintenance Workshop,pipeline repair,"during the afternoon shift, at the Maintenance Workshop, a field operator was involved in pipeline repair near the loading point. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving movement of a vehicle through the work area. The crew stopped work and the control measures were reviewed.",English,YES,Unsafe positioning,Personnel exposed to hazard,Hot Work,High,Yes
V3-0673,Unsafe Act,Production Area B,vehicle movement,"during the morning shift, at the Production Area B, A warning sign had shifted from its original position and was restored before work started. The observation was associated with vehicle movement near the production unit. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Hot Work,Routine,No
V3-1179,Unsafe Act,Utility Section,electrical maintenance,"during the afternoon shift, at the Utility Section, a maintenance technician was involved in electrical maintenance near the tank farm. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving unexpected pressure in the process line. The area was isolated while the condition was investigated.",English,YES,Unsafe positioning,Personnel exposed to hazard,Energy Isolation,Critical,Yes
V3-0315,Unsafe Condition,Gas Processing Unit,crane operation,"shortly after the crew arrived, at the Gas Processing Unit, a contractor was involved in crane operation near the pipeline corridor. Before the task progressed, the team checked the condition of the equipment before use. The approved sequence was followed. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Work area controlled,Line of Fire,Routine,No
V3-1337,Near Miss,Maintenance Workshop,pipeline repair,"during the morning shift, at the Maintenance Workshop, a field operator was involved in pipeline repair near the equipment bay. The worker or crew moved into the work area while an important safeguard was still being checked. This created a situation involving unexpected pressure in the process line. The crew stopped work and the control measures were reviewed.",English,YES,Uncontrolled hazard,Unexpected hazard identified,Confined Space,Critical,Yes
V3-0955,Near Miss,Drilling Site,vessel cleaning,"before the evening shutdown, at the Drilling Site, a vehicle operator was involved in vessel cleaning near the maintenance area. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving unexpected movement of equipment. The area was isolated while the condition was investigated.",English,YES,Uncontrolled hazard,Barrier ineffective,Line of Fire,High,Yes
V3-1307,Unsafe Act,Loading Terminal,lifting operation,"during a planned maintenance window, at the Loading Terminal, a maintenance technician was involved in lifting operation near the compressor bay. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving movement of a vehicle through the work area. The crew stopped work and the control measures were reviewed.",English,YES,Uncontrolled hazard,Unsafe position observed,Line of Fire,High,Yes
V3-0009,Near Miss,Pipeline Station 3,grinding,"at the start of the work period, at the Pipeline Station 3, the electrical crew was involved in grinding near the production unit. Before the task progressed, the team confirmed communication with the control room. The work area remained controlled. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Routine,No
V3-0182,Unsafe Condition,Pipeline Station 3,lifting operation,"while preparing the work area, at the Pipeline Station 3, The team noticed a damaged label on equipment and replaced it before continuing. The observation was associated with lifting operation near the loading point. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Routine,No
V3-0361,Near Miss,Gas Processing Unit,tank entry,"during the afternoon shift, at the Gas Processing Unit, the lifting team was involved in tank entry near the pump area. Before the task progressed, the team verified the required authorization. The required safeguards were available. The crew completed the activity without a serious exposure.",English,NO,No credible precursor identified,Control verified,Confined Space,Low,No
V3-0864,Unsafe Act,Tank Farm,vessel cleaning,"before the evening shutdown, at the Tank Farm, a contractor was involved in vessel cleaning near the utility yard. The worker or crew moved into the work area while an important safeguard was still being checked. This created a situation involving an unplanned change in the work environment. The crew stopped work and the control measures were reviewed.",English,YES,Energy exposure,Control not verified,Confined Space,Critical,Yes
V3-0223,Near Miss,Maintenance Workshop,tank entry,"during the morning shift, at the Maintenance Workshop, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with tank entry near the tank farm. The crew maintained the required separation throughout. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Line of Fire,Low,No
V3-0554,Unsafe Act,Gas Processing Unit,grinding,"during the morning shift, at the Gas Processing Unit, a contractor was involved in grinding near the compressor bay. Before the task progressed, the team completed the pre-job safety discussion. The access controls remained in place. The activity continued under the planned controls.",English,NO,No credible precursor identified,Precaution confirmed,Line of Fire,Routine,No
V3-0441,Near Miss,Pipeline Station 3,welding,"before the evening shutdown, at the Pipeline Station 3, A small housekeeping issue was observed beside the work area and was corrected immediately. The observation was associated with welding near the maintenance area. The equipment remained isolated from personnel activity. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Confined Space,Low,No
V3-1244,Unsafe Act,Pipeline Station 3,electrical maintenance,"shortly after the crew arrived, at the Pipeline Station 3, a contractor was involved in electrical maintenance near the pump area. The worker or crew started the task before the required control had been confirmed. This created a situation involving unexpected pressure in the process line. The team withdrew from the area and reassessed the work conditions.",English,YES,Unsafe positioning,Unsafe position observed,Confined Space,Critical,Yes
V3-0512,Safety Observation,Tank Farm,electrical maintenance,"while preparing the work area, at the Tank Farm, a welding crew was involved in electrical maintenance near the tank farm. Before the task progressed, the team verified the required authorization. The work area remained controlled. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Control verified,Energy Isolation,Routine,No
V3-0381,Unsafe Act,Pipeline Station 3,vessel cleaning,"at the start of the work period, at the Pipeline Station 3, a contractor was involved in vessel cleaning near the storage area. Before the task progressed, the team verified the required authorization. The equipment was within the approved operating condition. The planned barriers remained effective during the observation.",English,NO,No credible precursor identified,Procedure followed,Line of Fire,Routine,No
V3-0689,Unsafe Act,Pipeline Station 3,lifting operation,"at the start of the work period, at the Pipeline Station 3, the lifting team was involved in lifting operation near the valve station. Before the task progressed, the team confirmed communication with the control room. The approved sequence was followed. The activity continued under the planned controls.",English,NO,No credible precursor identified,No personnel exposure,Confined Space,Routine,No
V3-0231,Safety Observation,Gas Processing Unit,welding,"during the morning shift, at the Gas Processing Unit, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with welding near the compressor bay. The task had not started when the issue was identified. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Line of Fire,Routine,No
V3-0113,Unsafe Condition,Loading Terminal,electrical maintenance,"during routine field activity, at the Loading Terminal, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with electrical maintenance near the loading point. The issue had no impact on the work boundary. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Confined Space,Low,No
V3-1085,Near Miss,Compressor Station 2,electrical maintenance,"while preparing the work area, at the Compressor Station 2, the lifting team was involved in electrical maintenance near the process line. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving possible release of stored energy. Work was suspended until the missing control was restored.",English,YES,Energy exposure,Control not verified,Energy Isolation,Critical,Yes
V3-1084,Near Miss,Tank Farm,pipeline repair,"during routine field activity, at the Tank Farm, a field operator was involved in pipeline repair near the workshop. The worker or crew moved into the work area while an important safeguard was still being checked. This created a situation involving temporary loss of a protective barrier. The operation was halted until the required protection was established.",English,YES,Uncontrolled hazard,Unsafe position observed,Confined Space,High,Yes
V3-1150,Unsafe Condition,Tank Farm,electrical maintenance,"during routine field activity, at the Tank Farm, the inspection team was involved in electrical maintenance near the utility yard. The worker or crew began work before the isolation status was fully verified. This created a situation involving an unplanned change in the work environment. The crew stopped work and the control measures were reviewed.",English,YES,Unsafe positioning,Barrier ineffective,Energy Isolation,Critical,Yes
V3-0778,Near Miss,Gas Processing Unit,vehicle movement,"during the morning shift, at the Gas Processing Unit, a vehicle operator was involved in vehicle movement near the pump area. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving loss of separation from operating machinery. The crew stopped work and the control measures were reviewed.",English,YES,Control failure,Control not verified,Confined Space,Critical,Yes
V3-0154,Unsafe Condition,Gas Processing Unit,vessel cleaning,"before the evening shutdown, at the Gas Processing Unit, the site team was involved in vessel cleaning near the pump area. Before the task progressed, the team confirmed that the access route was clear. The required separation was maintained. No significant control breakdown was identified.",English,NO,No credible precursor identified,Work area controlled,Line of Fire,Routine,No
V3-0488,Unsafe Condition,Refinery Area A,electrical maintenance,"shortly after the crew arrived, at the Refinery Area A, A warning sign had shifted from its original position and was restored before work started. The observation was associated with electrical maintenance near the production unit. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Low,No
V3-0123,Unsafe Condition,Production Area B,tank entry,"during the afternoon shift, at the Production Area B, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with tank entry near the tank farm. The equipment remained isolated from personnel activity. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Energy Isolation,Low,No
V3-1061,Unsafe Act,Loading Terminal,lifting operation,"during routine field activity, at the Loading Terminal, a welding crew was involved in lifting operation near the maintenance area. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving temporary loss of a protective barrier. Work was suspended until the missing control was restored.",English,YES,Barrier failure,Barrier ineffective,Energy Isolation,High,Yes
V3-1148,Unsafe Condition,Refinery Area A,compressor maintenance,"shortly after the crew arrived, at the Refinery Area A, a maintenance technician was involved in compressor maintenance near the pipeline corridor. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving unexpected pressure in the process line. The operation was halted until the required protection was established.",English,YES,Energy exposure,Control not verified,Line of Fire,Critical,Yes
V3-0613,Safety Observation,Gas Processing Unit,pipeline repair,"before the evening shutdown, at the Gas Processing Unit, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with pipeline repair near the maintenance area. The equipment remained isolated from personnel activity. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Low,No
V3-0681,Safety Observation,Tank Farm,welding,"before the evening shutdown, at the Tank Farm, a field operator was involved in welding near the utility yard. Before the task progressed, the team confirmed the work boundary with the supervisor. The equipment was within the approved operating condition. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Precaution confirmed,Line of Fire,Routine,No
V3-0096,Safety Observation,Refinery Area A,vessel cleaning,"during the morning shift, at the Refinery Area A, the maintenance group was involved in vessel cleaning near the workshop. Before the task progressed, the team inspected the surrounding area before beginning. The supervisor remained available. No hazardous deviation was observed.",English,NO,No credible precursor identified,Precaution confirmed,Confined Space,Low,No
V3-0819,Unsafe Condition,Loading Terminal,compressor maintenance,"during routine field activity, at the Loading Terminal, the site team was involved in compressor maintenance near the utility yard. The worker or crew started the operation while another crew was still working inside the affected area. This created a situation involving an unplanned change in the work environment. The crew stopped work and the control measures were reviewed.",English,YES,Barrier failure,Control not verified,Confined Space,Critical,Yes
V3-0893,Near Miss,Loading Terminal,pipeline repair,"during routine field activity, at the Loading Terminal, a vehicle operator was involved in pipeline repair near the storage area. The worker or crew started the task before the required control had been confirmed. This created a situation involving exposure to an energized component. The activity was paused and the affected equipment was secured.",English,YES,Barrier failure,Personnel exposed to hazard,Energy Isolation,Critical,Yes
V3-1455,Unsafe Condition,Drilling Site,electrical maintenance,"at the start of the work period, at the Drilling Site, a maintenance technician was involved in electrical maintenance near the tank farm. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving possible release of stored energy. Work was suspended until the missing control was restored.",English,YES,Uncontrolled hazard,Personnel exposed to hazard,Confined Space,High,Yes
V3-0956,Near Miss,Compressor Station 2,grinding,"during the afternoon shift, at the Compressor Station 2, the maintenance group was involved in grinding near the elevated work platform. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving movement of a vehicle through the work area. The crew stopped work and the control measures were reviewed.",English,YES,Uncontrolled hazard,Control not verified,Energy Isolation,Critical,Yes
V3-1062,Unsafe Act,Gas Processing Unit,tank entry,"during the afternoon shift, at the Gas Processing Unit, the electrical crew was involved in tank entry near the process line. The worker or crew entered the restricted area before the required authorization was confirmed. This created a situation involving movement of a vehicle through the work area. The crew stopped work and the control measures were reviewed.",English,YES,Barrier failure,Personnel exposed to hazard,Line of Fire,High,Yes
V3-0837,Unsafe Act,Maintenance Workshop,vessel cleaning,"shortly after the crew arrived, at the Maintenance Workshop, the inspection team was involved in vessel cleaning near the production unit. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving unexpected movement of equipment. Work was suspended until the missing control was restored.",English,YES,Energy exposure,Personnel exposed to hazard,Energy Isolation,Critical,Yes
V3-0679,Near Miss,Production Area B,vehicle movement,"during the afternoon shift, at the Production Area B, the site team was involved in vehicle movement near the elevated work platform. Before the task progressed, the team reviewed the isolation status before starting. The approved sequence was followed. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Low,No
V3-0145,Near Miss,Pipeline Station 3,electrical maintenance,"during routine field activity, at the Pipeline Station 3, A small housekeeping issue was observed beside the work area and was corrected immediately. The observation was associated with electrical maintenance near the loading point. The task had not started when the issue was identified. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Precaution confirmed,Hot Work,Low,No
V3-0385,Safety Observation,Drilling Site,crane operation,"before the evening shutdown, at the Drilling Site, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with crane operation near the tank farm. The crew maintained the required separation throughout. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Low,No
V3-0813,Unsafe Act,Refinery Area A,pipeline repair,"during a planned maintenance window, at the Refinery Area A, the site team was involved in pipeline repair near the compressor bay. The worker or crew entered the restricted area before the required authorization was confirmed. This created a situation involving uncontrolled movement of a suspended load. The activity was paused and the affected equipment was secured.",English,YES,Control failure,Personnel exposed to hazard,Energy Isolation,High,Yes
V3-0671,Unsafe Act,Pipeline Station 3,grinding,"during the morning shift, at the Pipeline Station 3, a welding crew was involved in grinding near the maintenance area. Before the task progressed, the team confirmed communication with the control room. The supervisor remained available. The crew completed the activity without a serious exposure.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Routine,No
V3-0347,Safety Observation,Gas Processing Unit,vehicle movement,"at the start of the work period, at the Gas Processing Unit, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with vehicle movement near the tank farm. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Confined Space,Routine,No
