report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
SIF-0528,Near-Miss,Site C,Tank Entry,An unsafe act occurred during Tank Entry; the crew proceeded before confirming Confined Space controls. The event had serious-injury potential despite no major consequence.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Confined Space,Critical,Required
SIF-0529,Unsafe Condition,Site C,Grinding,Routine Grinding was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Approved procedure followed,Hot Work,Low,Not required
SIF-0530,Unsafe Condition,Site A,Crane Operation,"During Crane Operation, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Unsafe positioning,Personnel exposed to high-energy hazard,Line of Fire,Critical,Required
SIF-0531,Unsafe Act,Site D,Lifting Operation,"During Lifting Operation, the supervisor verified the relevant Line of Fire control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Low,Not required
SIF-0532,Incident,Site C,Grinding,"During inspection of Grinding, personnel were found within a hazardous exposure zone without adequate Hot Work protection. Immediate correction was required.",English,YES,Barrier failure,Required control was missing or not verified,Hot Work,High,Required
SIF-0533,Unsafe Act,Site F,Vehicle Movement,"During Vehicle Movement, the team followed the approved procedure and confirmed Line of Fire controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Low,Not required
SIF-0534,Unsafe Condition,Site F,Pipeline Repair,An unsafe act occurred during Pipeline Repair; the crew proceeded before confirming Energy Isolation controls. The event had serious-injury potential despite no major consequence.,English,YES,Uncontrolled hazard,Unsafe positioning or uncontrolled exposure,Energy Isolation,High,Required
SIF-0535,Unsafe Condition,Site C,Vehicle Movement,Routine Vehicle Movement was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Normal,Not required
SIF-0536,Unsafe Condition,Site F,Vessel Cleaning,"During Vessel Cleaning, the required Confined Space control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Barrier failure,Unsafe positioning or uncontrolled exposure,Confined Space,High,Required
SIF-0537,Unsafe Act,Site A,Pipeline Repair,A planned Pipeline Repair task was completed with appropriate supervision and documented Energy Isolation controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Approved procedure followed,Energy Isolation,Low,Not required
SIF-0538,Near-Miss,Site D,Tank Entry,"During Tank Entry, the required Confined Space control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Control failure,Permit/control verification incomplete,Confined Space,Critical,Required
SIF-0539,Unsafe Condition,Site A,Compressor Maintenance,The report records a normal safety observation during Compressor Maintenance. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Low,Not required
SIF-0540,Unsafe Act,Site C,Pipeline Repair,Worker started Pipeline Repair without confirming effective Energy Isolation controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Barrier failure,Unsafe positioning or uncontrolled exposure,Energy Isolation,High,Required
SIF-0541,Incident,Site D,Crane Operation,"The crew completed Crane Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Required controls verified,Line of Fire,Normal,Not required
SIF-0542,Near-Miss,Site B,Electrical Maintenance,The team was preparing for Electrical Maintenance while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Personnel exposed to high-energy hazard,Energy Isolation,Critical,Required
SIF-0543,Unsafe Act,Site B,Grinding,"During Grinding, the supervisor verified the relevant Hot Work control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Hot Work,Low,Not required
SIF-0544,Incident,Site D,Vehicle Movement,The report describes a near-miss in Vehicle Movement involving inadequate Line of Fire controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Energy exposure,Required control was missing or not verified,Line of Fire,High,Required
SIF-0545,Incident,Site B,Electrical Maintenance,"During Electrical Maintenance, the team followed the approved procedure and confirmed Energy Isolation controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0546,Incident,Site A,Vessel Cleaning,An unsafe act occurred during Vessel Cleaning; the crew proceeded before confirming Confined Space controls. The event had serious-injury potential despite no major consequence.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Confined Space,Critical,Required
SIF-0547,Near-Miss,Site E,Crane Operation,"The crew completed Crane Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Low,Not required
SIF-0548,Unsafe Condition,Site C,Compressor Maintenance,Worker started Compressor Maintenance without confirming effective Energy Isolation controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Unsafe positioning,Barrier failure identified,Energy Isolation,High,Required
SIF-0549,Unsafe Condition,Site C,Vessel Cleaning,"During Vessel Cleaning, the team followed the approved procedure and confirmed Confined Space controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Required controls verified,Confined Space,Low,Not required
SIF-0550,Unsafe Act,Site C,Tank Entry,The team was preparing for Tank Entry while the Confined Space control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Permit/control verification incomplete,Confined Space,Critical,Required
SIF-0551,Unsafe Condition,Site B,Welding Near Hydrocarbon Equipment,"During Welding Near Hydrocarbon Equipment, the supervisor verified the relevant Hot Work control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Personnel maintained safe position,Hot Work,Normal,Not required
SIF-0552,Near-Miss,Site A,Crane Operation,A near-miss was observed during Crane Operation when Line of Fire precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Unsafe positioning,Permit/control verification incomplete,Line of Fire,High,Required
SIF-0553,Unsafe Condition,Site C,Vessel Cleaning,"The crew completed Vessel Cleaning after confirming permits, barriers, and Confined Space requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Required controls verified,Confined Space,Low,Not required
SIF-0554,Unsafe Condition,Site B,Compressor Maintenance,Worker started Compressor Maintenance without confirming effective Energy Isolation controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Control failure,Permit/control verification incomplete,Energy Isolation,Critical,Required
SIF-0555,Unsafe Condition,Site E,Lifting Operation,A planned Lifting Operation task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Normal,Not required
SIF-0556,Unsafe Act,Site C,Welding Near Hydrocarbon Equipment,Worker started Welding Near Hydrocarbon Equipment without confirming effective Hot Work controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Control failure,Personnel exposed to high-energy hazard,Hot Work,High,Required
SIF-0557,Unsafe Act,Site C,Vessel Cleaning,A routine inspection of Vessel Cleaning found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Normal,Not required
SIF-0558,Near-Miss,Site A,Crane Operation,"During inspection of Crane Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Barrier failure,Barrier failure identified,Line of Fire,High,Required
SIF-0559,Incident,Site F,Electrical Maintenance,The report records a normal safety observation during Electrical Maintenance. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Energy Isolation,Low,Not required
SIF-0560,Near-Miss,Site F,Vessel Cleaning,The team was preparing for Vessel Cleaning while the Confined Space control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Unsafe positioning,Near-miss with serious consequence potential,Confined Space,High,Required
SIF-0561,Near-Miss,Site F,Vehicle Movement,"During Vehicle Movement, the team followed the approved procedure and confirmed Line of Fire controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Low,Not required
SIF-0562,Unsafe Act,Site D,Crane Operation,A near-miss was observed during Crane Operation when Line of Fire precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Incomplete permit/control,Permit/control verification incomplete,Line of Fire,Critical,Required
SIF-0563,Unsafe Act,Site F,Tank Entry,"The crew completed Tank Entry after confirming permits, barriers, and Confined Space requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Approved procedure followed,Confined Space,Normal,Not required
SIF-0564,Near-Miss,Site B,Pipeline Repair,An unsafe act occurred during Pipeline Repair; the crew proceeded before confirming Energy Isolation controls. The event had serious-injury potential despite no major consequence.,English,YES,Uncontrolled hazard,Personnel exposed to high-energy hazard,Energy Isolation,High,Required
SIF-0565,Unsafe Act,Site D,Lifting Operation,A routine inspection of Lifting Operation found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Low,Not required
SIF-0566,Near-Miss,Site C,Pipeline Repair,"During Pipeline Repair, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Control failure,Near-miss with serious consequence potential,Energy Isolation,High,Required
SIF-0567,Incident,Site D,Electrical Maintenance,"During Electrical Maintenance, the team followed the approved procedure and confirmed Energy Isolation controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Normal,Not required
SIF-0568,Incident,Site C,Electrical Maintenance,"During Electrical Maintenance, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Barrier failure,Unsafe positioning or uncontrolled exposure,Energy Isolation,High,Required
SIF-0569,Unsafe Act,Site A,Grinding,A routine inspection of Grinding found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Required controls verified,Hot Work,Normal,Not required
SIF-0570,Unsafe Act,Site A,Vehicle Movement,An unsafe act occurred during Vehicle Movement; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Barrier failure,Personnel exposed to high-energy hazard,Line of Fire,Critical,Required
SIF-0571,Unsafe Act,Site E,Pipeline Repair,A routine inspection of Pipeline Repair found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Normal,Not required
SIF-0572,Unsafe Condition,Site D,Compressor Maintenance,A barrier failure was identified during Compressor Maintenance. The missing or ineffective Energy Isolation control left workers exposed to a high-consequence hazard.,English,YES,Control failure,Personnel exposed to high-energy hazard,Energy Isolation,High,Required
SIF-0573,Unsafe Condition,Site B,Lifting Operation,"The crew completed Lifting Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Normal,Not required
SIF-0574,Unsafe Condition,Site C,Vehicle Movement,"During Vehicle Movement, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Incomplete permit/control,Required control was missing or not verified,Line of Fire,Critical,Required
SIF-0575,Unsafe Condition,Site D,Vessel Cleaning,Routine Vessel Cleaning was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Confined Space,Low,Not required
SIF-0576,Near-Miss,Site A,Electrical Maintenance,The report describes a near-miss in Electrical Maintenance involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Control failure,Personnel exposed to high-energy hazard,Energy Isolation,High,Required
SIF-0577,Near-Miss,Site B,Tank Entry,Routine Tank Entry was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Confined Space,Low,Not required
SIF-0578,Incident,Site D,Vehicle Movement,The report describes a near-miss in Vehicle Movement involving inadequate Line of Fire controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Control failure,Near-miss with serious consequence potential,Line of Fire,Critical,Required
SIF-0579,Unsafe Condition,Site D,Vessel Cleaning,A routine inspection of Vessel Cleaning found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Confined Space,Normal,Not required
SIF-0580,Unsafe Act,Site D,Welding Near Hydrocarbon Equipment,"During inspection of Welding Near Hydrocarbon Equipment, personnel were found within a hazardous exposure zone without adequate Hot Work protection. Immediate correction was required.",English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Hot Work,Critical,Required
SIF-0581,Unsafe Act,Site C,Tank Entry,"During Tank Entry, the team followed the approved procedure and confirmed Confined Space controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Low,Not required
SIF-0582,Near-Miss,Site F,Pipeline Repair,A barrier failure was identified during Pipeline Repair. The missing or ineffective Energy Isolation control left workers exposed to a high-consequence hazard.,English,YES,Incomplete permit/control,Permit/control verification incomplete,Energy Isolation,High,Required
SIF-0583,Incident,Site D,Compressor Maintenance,"During Compressor Maintenance, the supervisor verified the relevant Energy Isolation control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Normal,Not required
SIF-0584,Incident,Site B,Crane Operation,"During inspection of Crane Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Uncontrolled hazard,Required control was missing or not verified,Line of Fire,Critical,Required
SIF-0585,Unsafe Condition,Site E,Compressor Maintenance,Routine Compressor Maintenance was completed with the required Energy Isolation controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Low,Not required
SIF-0586,Unsafe Condition,Site B,Welding Near Hydrocarbon Equipment,A near-miss was observed during Welding Near Hydrocarbon Equipment when Hot Work precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Control failure,Required control was missing or not verified,Hot Work,Critical,Required
SIF-0587,Unsafe Condition,Site B,Electrical Maintenance,A planned Electrical Maintenance task was completed with appropriate supervision and documented Energy Isolation controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Normal,Not required
SIF-0588,Unsafe Act,Site F,Lifting Operation,"During Lifting Operation, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Incomplete permit/control,Unsafe positioning or uncontrolled exposure,Line of Fire,Critical,Required
SIF-0589,Incident,Site C,Lifting Operation,A planned Lifting Operation task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Required controls verified,Line of Fire,Normal,Not required
SIF-0590,Unsafe Condition,Site D,Pipeline Repair,A near-miss was observed during Pipeline Repair when Energy Isolation precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Control failure,Permit/control verification incomplete,Energy Isolation,High,Required
SIF-0591,Near-Miss,Site A,Crane Operation,A planned Crane Operation task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Normal,Not required
SIF-0592,Incident,Site C,Electrical Maintenance,The report describes a near-miss in Electrical Maintenance involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Control failure,Permit/control verification incomplete,Energy Isolation,Critical,Required
SIF-0593,Incident,Site C,Welding Near Hydrocarbon Equipment,"During Welding Near Hydrocarbon Equipment, the team followed the approved procedure and confirmed Hot Work controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Hot Work,Normal,Not required
SIF-0594,Near-Miss,Site D,Compressor Maintenance,The team was preparing for Compressor Maintenance while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Required control was missing or not verified,Energy Isolation,Critical,Required
SIF-0595,Near-Miss,Site A,Lifting Operation,A planned Lifting Operation task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Normal,Not required
SIF-0596,Unsafe Act,Site D,Vehicle Movement,The team was preparing for Vehicle Movement while the Line of Fire control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Uncontrolled hazard,Personnel exposed to high-energy hazard,Line of Fire,Critical,Required
SIF-0597,Near-Miss,Site C,Grinding,The report records a normal safety observation during Grinding. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Low,Not required
SIF-0598,Unsafe Condition,Site D,Tank Entry,A barrier failure was identified during Tank Entry. The missing or ineffective Confined Space control left workers exposed to a high-consequence hazard.,English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Confined Space,Critical,Required
SIF-0599,Unsafe Condition,Site A,Lifting Operation,Routine Lifting Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Normal,Not required
SIF-0600,Unsafe Act,Site E,Welding Near Hydrocarbon Equipment,A near-miss was observed during Welding Near Hydrocarbon Equipment when Hot Work precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Control failure,Personnel exposed to high-energy hazard,Hot Work,High,Required
SIF-0601,Incident,Site A,Tank Entry,Routine Tank Entry was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Confined Space,Low,Not required
SIF-0602,Incident,Site C,Vehicle Movement,A barrier failure was identified during Vehicle Movement. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Uncontrolled hazard,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0603,Near-Miss,Site B,Compressor Maintenance,"The crew completed Compressor Maintenance after confirming permits, barriers, and Energy Isolation requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Normal,Not required
SIF-0604,Near-Miss,Site D,Welding Near Hydrocarbon Equipment,An unsafe act occurred during Welding Near Hydrocarbon Equipment; the crew proceeded before confirming Hot Work controls. The event had serious-injury potential despite no major consequence.,English,YES,Uncontrolled hazard,Personnel exposed to high-energy hazard,Hot Work,Critical,Required
SIF-0605,Unsafe Act,Site C,Pipeline Repair,"The crew completed Pipeline Repair after confirming permits, barriers, and Energy Isolation requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Required controls verified,Energy Isolation,Low,Not required
SIF-0606,Unsafe Condition,Site B,Crane Operation,The team was preparing for Crane Operation while the Line of Fire control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0607,Unsafe Act,Site E,Electrical Maintenance,A planned Electrical Maintenance task was completed with appropriate supervision and documented Energy Isolation controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0608,Unsafe Condition,Site B,Grinding,Worker started Grinding without confirming effective Hot Work controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Incomplete permit/control,Personnel exposed to high-energy hazard,Hot Work,Critical,Required
SIF-0609,Near-Miss,Site F,Vehicle Movement,"The crew completed Vehicle Movement after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Normal,Not required
SIF-0610,Unsafe Condition,Site C,Grinding,The report describes a near-miss in Grinding involving inadequate Hot Work controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Incomplete permit/control,Barrier failure identified,Hot Work,Critical,Required
SIF-0611,Near-Miss,Site A,Pipeline Repair,"During Pipeline Repair, the supervisor verified the relevant Energy Isolation control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Normal,Not required
SIF-0612,Unsafe Act,Site F,Vehicle Movement,The report describes a near-miss in Vehicle Movement involving inadequate Line of Fire controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Energy exposure,Required control was missing or not verified,Line of Fire,Critical,Required
SIF-0613,Near-Miss,Site C,Lifting Operation,The report records a normal safety observation during Lifting Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Normal,Not required
SIF-0614,Unsafe Condition,Site B,Tank Entry,Worker started Tank Entry without confirming effective Confined Space controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Uncontrolled hazard,Permit/control verification incomplete,Confined Space,Critical,Required
SIF-0615,Unsafe Condition,Site F,Lifting Operation,The report records a normal safety observation during Lifting Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Required controls verified,Line of Fire,Normal,Not required
SIF-0616,Incident,Site C,Vehicle Movement,A barrier failure was identified during Vehicle Movement. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Incomplete permit/control,Unsafe positioning or uncontrolled exposure,Line of Fire,High,Required
SIF-0617,Near-Miss,Site B,Crane Operation,The report records a normal safety observation during Crane Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Low,Not required
SIF-0618,Incident,Site F,Vessel Cleaning,An unsafe act occurred during Vessel Cleaning; the crew proceeded before confirming Confined Space controls. The event had serious-injury potential despite no major consequence.,English,YES,Barrier failure,Permit/control verification incomplete,Confined Space,Critical,Required
SIF-0619,Near-Miss,Site B,Vessel Cleaning,Routine Vessel Cleaning was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Confined Space,Low,Not required
SIF-0620,Unsafe Condition,Site F,Vehicle Movement,An unsafe act occurred during Vehicle Movement; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Barrier failure,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0621,Near-Miss,Site B,Lifting Operation,"The crew completed Lifting Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Normal,Not required
SIF-0622,Near-Miss,Site E,Vehicle Movement,The report describes a near-miss in Vehicle Movement involving inadequate Line of Fire controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Control failure,Required control was missing or not verified,Line of Fire,Critical,Required
SIF-0623,Unsafe Act,Site E,Crane Operation,"The crew completed Crane Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Low,Not required
SIF-0624,Near-Miss,Site E,Electrical Maintenance,A barrier failure was identified during Electrical Maintenance. The missing or ineffective Energy Isolation control left workers exposed to a high-consequence hazard.,English,YES,Barrier failure,Required control was missing or not verified,Energy Isolation,High,Required
SIF-0625,Incident,Site C,Tank Entry,"During Tank Entry, the supervisor verified the relevant Confined Space control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Confined Space,Low,Not required
SIF-0626,Unsafe Condition,Site F,Lifting Operation,"During Lifting Operation, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Uncontrolled hazard,Unsafe positioning or uncontrolled exposure,Line of Fire,Critical,Required
SIF-0627,Unsafe Act,Site C,Welding Near Hydrocarbon Equipment,Routine Welding Near Hydrocarbon Equipment was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Normal,Not required
SIF-0628,Unsafe Condition,Site B,Tank Entry,The report describes a near-miss in Tank Entry involving inadequate Confined Space controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Incomplete permit/control,Required control was missing or not verified,Confined Space,High,Required
SIF-0629,Incident,Site F,Electrical Maintenance,"The crew completed Electrical Maintenance after confirming permits, barriers, and Energy Isolation requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Normal,Not required
SIF-0630,Unsafe Act,Site A,Electrical Maintenance,The team was preparing for Electrical Maintenance while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Control failure,Near-miss with serious consequence potential,Energy Isolation,Critical,Required
SIF-0631,Unsafe Condition,Site E,Lifting Operation,Routine Lifting Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Low,Not required
SIF-0632,Near-Miss,Site B,Tank Entry,"During inspection of Tank Entry, personnel were found within a hazardous exposure zone without adequate Confined Space protection. Immediate correction was required.",English,YES,Unsafe positioning,Personnel exposed to high-energy hazard,Confined Space,High,Required
SIF-0633,Near-Miss,Site E,Vessel Cleaning,"During Vessel Cleaning, the team followed the approved procedure and confirmed Confined Space controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Required controls verified,Confined Space,Low,Not required
SIF-0634,Incident,Site C,Vehicle Movement,An unsafe act occurred during Vehicle Movement; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Line of Fire,High,Required
SIF-0635,Unsafe Condition,Site C,Grinding,"During Grinding, the team followed the approved procedure and confirmed Hot Work controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Low,Not required
SIF-0636,Unsafe Condition,Site B,Tank Entry,The team was preparing for Tank Entry while the Confined Space control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Confined Space,High,Required
SIF-0637,Unsafe Act,Site B,Vessel Cleaning,A routine inspection of Vessel Cleaning found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Low,Not required
SIF-0638,Near-Miss,Site F,Electrical Maintenance,Worker started Electrical Maintenance without confirming effective Energy Isolation controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Uncontrolled hazard,Permit/control verification incomplete,Energy Isolation,High,Required
SIF-0639,Unsafe Act,Site F,Pipeline Repair,Routine Pipeline Repair was completed with the required Energy Isolation controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0640,Incident,Site D,Electrical Maintenance,"During Electrical Maintenance, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Unsafe positioning,Permit/control verification incomplete,Energy Isolation,Critical,Required
SIF-0641,Unsafe Act,Site B,Welding Near Hydrocarbon Equipment,A routine inspection of Welding Near Hydrocarbon Equipment found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Low,Not required
SIF-0642,Unsafe Condition,Site C,Vessel Cleaning,A barrier failure was identified during Vessel Cleaning. The missing or ineffective Confined Space control left workers exposed to a high-consequence hazard.,English,YES,Energy exposure,Required control was missing or not verified,Confined Space,High,Required
SIF-0643,Incident,Site A,Pipeline Repair,"During Pipeline Repair, the team followed the approved procedure and confirmed Energy Isolation controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Low,Not required
